lecture_id,article_id,rate,mention_assignment,mention_teamwork,mention_grading,mention_attendance,mention_exam,mention_teaching,calibrated_assignment_low_score,calibrated_assignment_high_score,calibrated_teamwork_low_score,calibrated_teamwork_high_score,calibrated_grading_generous_score,calibrated_grading_strict_score,calibrated_attendance_light_score,calibrated_attendance_strict_score,calibrated_exam_light_score,calibrated_exam_heavy_score,calibrated_text_assignment_tfidf,calibrated_text_teamwork_tfidf,calibrated_text_grading_tfidf,calibrated_text_attendance_tfidf,calibrated_text_exam_tfidf,calibrated_text_teaching_tfidf
103300,4580691,3.0,0,0,1,1,1,0,0,0,0,0,0.351648,0.648351,0.390109,0.37912,0.463187,0.356044,0,0,0.223946,0.210809,0.220166,0
103300,4393348,5.0,1,0,0,1,1,1,0.725275,0.274725,0,0,0,0,0.390109,0.37912,0.463187,0.356044,0.192938,0,0,0.210809,0.220166,0.026038
103300,4365836,3.0,1,0,0,1,1,0,0.725275,0.274725,0,0,0,0,0.390109,0.37912,0.463187,0.356044,0.192938,0,0,0.210809,0.220166,0
103300,4337486,5.0,0,0,1,0,1,1,0,0,0,0,0.351648,0.648351,0,0,0.463187,0.356044,0,0,0.223946,0,0.220166,0.026038
103300,4315776,3.0,1,0,0,0,1,0,0.725275,0.274725,0,0,0,0,0,0,0.463187,0.356044,0.192938,0,0,0,0.220166,0
103300,4306313,3.0,1,0,0,1,0,0,0.725275,0.274725,0,0,0,0,0.390109,0.37912,0,0,0.192938,0,0,0.210809,0,0
103300,4298819,4.0,1,0,1,0,1,1,0.725275,0.274725,0,0,0.351648,0.648351,0,0,0.463187,0.356044,0.192938,0,0.223946,0,0.220166,0.026038
103300,3422042,5.0,1,0,1,1,1,1,0.725275,0.274725,0,0,0.351648,0.648351,0.390109,0.37912,0.463187,0.356044,0.192938,0,0.223946,0.210809,0.220166,0.026038
103304,7247364,5.0,1,0,1,0,0,0,0.266026,0.733974,0,0,0.38141,0.61859,0,0,0,0,0.150285,0,0.055124,0,0,0
103304,7234688,3.0,1,0,1,0,1,0,0.266026,0.733974,0,0,0.38141,0.61859,0,0,0.403846,0.397436,0.150285,0,0.055124,0,0.199428,0
103304,7217277,5.0,1,0,1,0,1,0,0.266026,0.733974,0,0,0.38141,0.61859,0,0,0.403846,0.397436,0.150285,0,0.055124,0,0.199428,0
103304,7212799,5.0,1,0,0,0,0,1,0.266026,0.733974,0,0,0,0,0,0,0,0,0.150285,0,0,0,0,0.078113
103304,7210619,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.403846,0.397436,0,0,0,0,0.199428,0.078113
103304,7193551,4.0,0,0,1,0,0,1,0,0,0,0,0.38141,0.61859,0,0,0,0,0,0,0.055124,0,0,0.078113
103304,7148968,4.0,1,0,1,0,1,1,0.266026,0.733974,0,0,0.38141,0.61859,0,0,0.403846,0.397436,0.150285,0,0.055124,0,0.199428,0.078113
103304,7103515,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078113
103304,7064538,4.0,1,0,1,0,1,1,0.266026,0.733974,0,0,0.38141,0.61859,0,0,0.403846,0.397436,0.150285,0,0.055124,0,0.199428,0.078113
103304,6980188,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.403846,0.397436,0,0,0,0,0.199428,0
103304,6961339,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.403846,0.397436,0,0,0,0,0.199428,0.078113
103304,6951230,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078113
103304,6909004,3.0,0,0,0,1,0,1,0,0,0,0,0,0,0.096154,0.849359,0,0,0,0,0,0.044344,0,0.078113
103304,6090261,5.0,0,0,1,0,0,1,0,0,0,0,0.38141,0.61859,0,0,0,0,0,0,0.055124,0,0,0.078113
103304,6006976,5.0,0,0,1,0,1,1,0,0,0,0,0.38141,0.61859,0,0,0.403846,0.397436,0,0,0.055124,0,0.199428,0.078113
103304,5966799,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.403846,0.397436,0,0,0,0,0.199428,0.078113
103304,5774961,5.0,1,0,1,1,1,1,0.266026,0.733974,0,0,0.38141,0.61859,0.096154,0.849359,0.403846,0.397436,0.150285,0,0.055124,0.044344,0.199428,0.078113
103304,5755468,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078113
103304,5714341,5.0,1,0,0,1,1,1,0.266026,0.733974,0,0,0,0,0.096154,0.849359,0.403846,0.397436,0.150285,0,0,0.044344,0.199428,0.078113
103304,5693959,5.0,1,0,1,0,1,1,0.266026,0.733974,0,0,0.38141,0.61859,0,0,0.403846,0.397436,0.150285,0,0.055124,0,0.199428,0.078113
103316,5574998,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3525,0.47125,0,0,0,0,0.131642,0.091391
103316,5396353,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091391
103316,5396247,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3525,0.47125,0,0,0,0,0.131642,0.091391
103316,4823810,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3525,0.47125,0,0,0,0,0.131642,0.091391
103316,4815384,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3525,0.47125,0,0,0,0,0.131642,0.091391
103316,4759439,5.0,0,0,1,0,0,1,0,0,0,0,0.825,0.175,0,0,0,0,0,0,0.081892,0,0,0.091391
103316,4729989,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3525,0.47125,0,0,0,0,0.131642,0
103316,4729939,5.0,0,0,1,1,0,1,0,0,0,0,0.825,0.175,0.125,0.775,0,0,0,0,0.081892,0.0,0,0.091391
103316,4419008,5.0,1,0,1,0,1,0,0.775,0.225,0,0,0.825,0.175,0,0,0.3525,0.47125,0.14903,0,0.081892,0,0.131642,0
103316,4342705,5.0,0,0,1,0,0,1,0,0,0,0,0.825,0.175,0,0,0,0,0,0,0.081892,0,0,0.091391
103316,4316531,5.0,0,0,1,0,0,1,0,0,0,0,0.825,0.175,0,0,0,0,0,0,0.081892,0,0,0.091391
103316,4306765,5.0,1,0,1,1,1,1,0.775,0.225,0,0,0.825,0.175,0.125,0.775,0.3525,0.47125,0.14903,0,0.081892,0.0,0.131642,0.091391
103316,4298616,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091391
103316,4264000,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.3525,0.47125,0,0,0,0,0.131642,0.091391
103316,4257118,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091391
103316,4239542,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103316,4238460,5.0,1,0,0,0,1,1,0.775,0.225,0,0,0,0,0,0,0.3525,0.47125,0.14903,0,0,0,0.131642,0.091391
103316,2650155,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091391
103316,2245066,5.0,1,0,0,0,0,1,0.775,0.225,0,0,0,0,0,0,0,0,0.14903,0,0,0,0,0.091391
103316,2101216,5.0,1,0,1,0,0,1,0.775,0.225,0,0,0.825,0.175,0,0,0,0,0.14903,0,0.081892,0,0,0.091391
103381,5580906,2.0,0,0,1,0,0,1,0,0,0,0,0.910714,0.089286,0,0,0,0,0,0,0.199986,0,0,0.040846
103381,5574114,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.40625,0.392857,0,0,0,0,0.082684,0.040846
103381,4949110,5.0,0,0,1,0,0,1,0,0,0,0,0.910714,0.089286,0,0,0,0,0,0,0.199986,0,0,0.040846
103381,4376269,5.0,1,0,1,0,1,1,0.803571,0.196429,0,0,0.910714,0.089286,0,0,0.40625,0.392857,0.0,0,0.199986,0,0.082684,0.040846
103381,4316297,5.0,1,0,1,1,1,1,0.803571,0.196429,0,0,0.910714,0.089286,0.071429,0.857143,0.40625,0.392857,0.0,0,0.199986,0.05543,0.082684,0.040846
103381,3114056,5.0,0,0,1,0,1,0,0,0,0,0,0.910714,0.089286,0,0,0.40625,0.392857,0,0,0.199986,0,0.082684,0
103381,3080308,5.0,0,0,1,0,1,1,0,0,0,0,0.910714,0.089286,0,0,0.40625,0.392857,0,0,0.199986,0,0.082684,0.040846
103381,2167847,5.0,0,0,1,0,0,1,0,0,0,0,0.910714,0.089286,0,0,0,0,0,0,0.199986,0,0,0.040846
103381,1456630,3.0,0,0,1,1,0,0,0,0,0,0,0.910714,0.089286,0.071429,0.857143,0,0,0,0,0.199986,0.05543,0,0
103381,1453061,5.0,0,0,1,0,1,1,0,0,0,0,0.910714,0.089286,0,0,0.40625,0.392857,0,0,0.199986,0,0.082684,0.040846
103381,1356468,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103381,1252768,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103381,1182154,1.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.040846
103381,1178927,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103381,1103515,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103381,58313,4.0,1,0,0,0,0,1,0.803571,0.196429,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0.040846
103393,5699940,5.0,1,0,0,0,1,0,0.412087,0.587911,0,0,0,0,0,0,0.153846,0.642857,0.153615,0,0,0,0.045428,0
103393,5691513,5.0,1,0,0,0,1,1,0.412087,0.587911,0,0,0,0,0,0,0.153846,0.642857,0.153615,0,0,0,0.045428,0.084752
103393,5686780,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.153846,0.642857,0,0,0,0,0.045428,0.084752
103393,5640439,2.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084752
103393,5631210,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.153846,0.642857,0,0,0,0,0.045428,0
103393,5625643,5.0,0,0,1,0,0,1,0,0,0,0,0.769231,0.230769,0,0,0,0,0,0,0.064312,0,0,0.084752
103393,5602359,5.0,1,0,0,0,1,1,0.412087,0.587911,0,0,0,0,0,0,0.153846,0.642857,0.153615,0,0,0,0.045428,0.084752
103393,5448156,4.0,0,0,1,0,0,0,0,0,0,0,0.769231,0.230769,0,0,0,0,0,0,0.064312,0,0,0
103393,4871112,4.0,1,0,0,0,1,0,0.412087,0.587911,0,0,0,0,0,0,0.153846,0.642857,0.153615,0,0,0,0.045428,0
103393,4774310,5.0,0,0,1,0,0,0,0,0,0,0,0.769231,0.230769,0,0,0,0,0,0,0.064312,0,0,0
103393,4743616,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.153846,0.642857,0,0,0,0,0.045428,0.084752
103393,4731033,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.153846,0.642857,0,0,0,0,0.045428,0.084752
103393,4326201,5.0,0,0,1,0,0,1,0,0,0,0,0.769231,0.230769,0,0,0,0,0,0,0.064312,0,0,0.084752
103393,4314246,5.0,1,0,1,0,1,0,0.412087,0.587911,0,0,0.769231,0.230769,0,0,0.153846,0.642857,0.153615,0,0.064312,0,0.045428,0
103393,4302180,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.153846,0.642857,0,0,0,0,0.045428,0.084752
103393,4292657,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.153846,0.642857,0,0,0,0,0.045428,0.084752
103393,4277974,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084752
103393,4270422,5.0,1,0,0,0,0,1,0.412087,0.587911,0,0,0,0,0,0,0,0,0.153615,0,0,0,0,0.084752
103393,4258177,5.0,0,0,0,1,1,1,0,0,0,0,0,0,0.208791,0.571429,0.153846,0.642857,0,0,0,0.0,0.045428,0.084752
103393,4242140,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.153846,0.642857,0,0,0,0,0.045428,0.084752
103412,6831055,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136827
103412,6807006,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136827
103412,6806061,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136827
103412,6704193,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136827
103412,6308205,5.0,1,1,1,0,1,0,0.549669,0.450331,0.572848,0.427153,0.476821,0.523179,0,0,0.478808,0.323179,0.121564,0.073715,0.179871,0,0.179185,0
103412,6019898,5.0,0,0,1,0,0,0,0,0,0,0,0.476821,0.523179,0,0,0,0,0,0,0.179871,0,0,0
103412,5977843,5.0,1,0,1,0,1,1,0.549669,0.450331,0,0,0.476821,0.523179,0,0,0.478808,0.323179,0.121564,0,0.179871,0,0.179185,0.136827
103412,5713236,5.0,1,1,0,0,1,0,0.549669,0.450331,0.572848,0.427153,0,0,0,0,0.478808,0.323179,0.121564,0.073715,0,0,0.179185,0
103412,5703791,5.0,0,1,1,0,1,1,0,0,0.572848,0.427153,0.476821,0.523179,0,0,0.478808,0.323179,0,0.073715,0.179871,0,0.179185,0.136827
103412,5701506,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.478808,0.323179,0,0,0,0,0.179185,0.136827
103412,5691741,2.0,1,1,0,0,1,1,0.549669,0.450331,0.572848,0.427153,0,0,0,0,0.478808,0.323179,0.121564,0.073715,0,0,0.179185,0.136827
103412,5690899,5.0,0,0,1,0,1,0,0,0,0,0,0.476821,0.523179,0,0,0.478808,0.323179,0,0,0.179871,0,0.179185,0
103412,5687796,5.0,1,0,1,0,1,1,0.549669,0.450331,0,0,0.476821,0.523179,0,0,0.478808,0.323179,0.121564,0,0.179871,0,0.179185,0.136827
103412,5625007,5.0,1,0,0,0,1,1,0.549669,0.450331,0,0,0,0,0,0,0.478808,0.323179,0.121564,0,0,0,0.179185,0.136827
103412,5620516,4.0,0,1,0,0,1,1,0,0,0.572848,0.427153,0,0,0,0,0.478808,0.323179,0,0.073715,0,0,0.179185,0.136827
103412,5614507,5.0,1,0,0,0,1,0,0.549669,0.450331,0,0,0,0,0,0,0.478808,0.323179,0.121564,0,0,0,0.179185,0
103412,5609063,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136827
103412,5593110,5.0,1,0,0,0,0,1,0.549669,0.450331,0,0,0,0,0,0,0,0,0.121564,0,0,0,0,0.136827
103412,5591261,5.0,1,1,0,0,1,1,0.549669,0.450331,0.572848,0.427153,0,0,0,0,0.478808,0.323179,0.121564,0.073715,0,0,0.179185,0.136827
103412,5585928,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.478808,0.323179,0,0,0,0,0.179185,0.136827
103522,1066967,4.0,1,0,0,0,1,1,0.451612,0.548386,0,0,0,0,0,0,0.53871,0.248387,0.663517,0,0,0,0.269865,0.345361
103522,1051362,4.0,1,0,1,0,1,1,0.451612,0.548386,0,0,0.564516,0.435484,0,0,0.53871,0.248387,0.663517,0,0.102656,0,0.269865,0.345361
103522,1025529,5.0,0,1,1,1,1,1,0,0,0.580645,0.419354,0.564516,0.435484,0.354839,0.274193,0.53871,0.248387,0,0.092177,0.102656,0.0,0.269865,0.345361
103522,932841,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.53871,0.248387,0,0,0,0,0.269865,0.345361
103522,909897,5.0,1,1,1,0,1,1,0.451612,0.548386,0.580645,0.419354,0.564516,0.435484,0,0,0.53871,0.248387,0.663517,0.092177,0.102656,0,0.269865,0.345361
103522,898431,5.0,0,0,1,1,1,1,0,0,0,0,0.564516,0.435484,0.354839,0.274193,0.53871,0.248387,0,0,0.102656,0.0,0.269865,0.345361
103522,893300,4.0,0,0,0,1,1,1,0,0,0,0,0,0,0.354839,0.274193,0.53871,0.248387,0,0,0,0.0,0.269865,0.345361
103522,891528,5.0,0,1,0,0,1,1,0,0,0.580645,0.419354,0,0,0,0,0.53871,0.248387,0,0.092177,0,0,0.269865,0.345361
103522,872538,5.0,1,1,1,0,1,1,0.451612,0.548386,0.580645,0.419354,0.564516,0.435484,0,0,0.53871,0.248387,0.663517,0.092177,0.102656,0,0.269865,0.345361
103522,869335,4.0,0,1,0,0,1,1,0,0,0.580645,0.419354,0,0,0,0,0.53871,0.248387,0,0.092177,0,0,0.269865,0.345361
103522,837411,4.0,0,0,1,0,1,1,0,0,0,0,0.564516,0.435484,0,0,0.53871,0.248387,0,0,0.102656,0,0.269865,0.345361
103522,810760,4.0,0,1,0,0,0,1,0,0,0.580645,0.419354,0,0,0,0,0,0,0,0.092177,0,0,0,0.345361
103522,808186,4.0,0,1,1,0,1,1,0,0,0.580645,0.419354,0.564516,0.435484,0,0,0.53871,0.248387,0,0.092177,0.102656,0,0.269865,0.345361
103522,794596,4.0,0,1,1,0,1,1,0,0,0.580645,0.419354,0.564516,0.435484,0,0,0.53871,0.248387,0,0.092177,0.102656,0,0.269865,0.345361
103522,781664,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.53871,0.248387,0,0,0,0,0.269865,0.345361
103522,292550,4.0,0,0,1,0,1,1,0,0,0,0,0.564516,0.435484,0,0,0.53871,0.248387,0,0,0.102656,0,0.269865,0.345361
103522,209920,4.0,1,0,1,1,1,1,0.451612,0.548386,0,0,0.564516,0.435484,0.354839,0.274193,0.53871,0.248387,0.663517,0,0.102656,0.0,0.269865,0.345361
103522,179418,4.0,1,0,0,0,1,1,0.451612,0.548386,0,0,0,0,0,0,0.53871,0.248387,0.663517,0,0,0,0.269865,0.345361
103522,176352,4.0,1,0,0,0,1,1,0.451612,0.548386,0,0,0,0,0,0,0.53871,0.248387,0.663517,0,0,0,0.269865,0.345361
103522,56464,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.53871,0.248387,0,0,0,0,0.269865,0.345361
103534,4305636,5.0,1,1,0,1,1,1,0.620254,0.379746,0.474684,0.525317,0,0,0.031646,0.86076,0.401265,0.407595,0.063153,0.012193,0,0.0,0.123484,0.213168
103534,4298877,4.0,0,1,1,0,0,1,0,0,0.474684,0.525317,0.79114,0.208861,0,0,0,0,0,0.012193,0.269711,0,0,0.213168
103534,4256589,3.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.401265,0.407595,0,0,0,0,0.123484,0.213168
103534,4253870,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213168
103534,4252637,4.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213168
103534,4240652,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.401265,0.407595,0,0,0,0,0.123484,0
103534,4130041,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213168
103534,4128257,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.401265,0.407595,0,0,0,0,0.123484,0.213168
103534,4123987,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213168
103534,4099992,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213168
103534,4094700,5.0,0,0,1,0,0,1,0,0,0,0,0.79114,0.208861,0,0,0,0,0,0,0.269711,0,0,0.213168
103534,3667641,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103534,3482870,5.0,0,1,1,0,0,1,0,0,0.474684,0.525317,0.79114,0.208861,0,0,0,0,0,0.012193,0.269711,0,0,0.213168
103534,3429279,5.0,0,0,1,0,0,1,0,0,0,0,0.79114,0.208861,0,0,0,0,0,0,0.269711,0,0,0.213168
103534,3132586,5.0,0,0,1,0,1,0,0,0,0,0,0.79114,0.208861,0,0,0.401265,0.407595,0,0,0.269711,0,0.123484,0
103534,3081652,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103534,3070248,5.0,0,0,1,0,1,1,0,0,0,0,0.79114,0.208861,0,0,0.401265,0.407595,0,0,0.269711,0,0.123484,0.213168
103534,3068583,3.0,1,1,1,0,1,1,0.620254,0.379746,0.474684,0.525317,0.79114,0.208861,0,0,0.401265,0.407595,0.063153,0.012193,0.269711,0,0.123484,0.213168
103534,2424593,5.0,1,1,1,0,1,1,0.620254,0.379746,0.474684,0.525317,0.79114,0.208861,0,0,0.401265,0.407595,0.063153,0.012193,0.269711,0,0.123484,0.213168
103534,2390106,5.0,1,1,1,0,0,1,0.620254,0.379746,0.474684,0.525317,0.79114,0.208861,0,0,0,0,0.063153,0.012193,0.269711,0,0,0.213168
103642,7411431,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125196
103642,7411398,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125196
103642,7313860,5.0,1,0,0,0,1,0,0.863636,0.136363,0,0,0,0,0,0,0.317803,0.471212,0.021469,0,0,0,0.053159,0
103642,7295937,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.317803,0.471212,0,0,0,0,0.053159,0.125196
103642,7202984,5.0,0,0,1,0,0,0,0,0,0,0,0.878788,0.121213,0,0,0,0,0,0,0.087017,0,0,0
103642,7059915,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125196
103642,6736979,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125196
103642,6456072,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.317803,0.471212,0,0,0,0,0.053159,0.125196
103642,6062315,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.317803,0.471212,0,0,0,0,0.053159,0.125196
103642,5887004,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.317803,0.471212,0,0,0,0,0.053159,0
103642,5857368,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.317803,0.471212,0,0,0,0,0.053159,0.125196
103642,5814956,5.0,0,0,1,0,1,1,0,0,0,0,0.878788,0.121213,0,0,0.317803,0.471212,0,0,0.087017,0,0.053159,0.125196
