rank,lecture_id,recommendation_score,preference_similarity,predicted_quality_norm,predicted_quality_5pt,article_count,rating_count,rating_average,rating_average_norm,assignment_low_score,assignment_high_score,teamwork_low_score,teamwork_high_score,grading_generous_score,grading_strict_score,attendance_light_score,attendance_strict_score,exam_light_score,exam_heavy_score,text_assignment_negative_tfidf,text_assignment_positive_tfidf,text_assignment_tfidf,text_attendance_negative_tfidf,text_attendance_positive_tfidf,text_attendance_tfidf,text_exam_negative_tfidf,text_exam_positive_tfidf,text_exam_tfidf,text_grading_negative_tfidf,text_grading_positive_tfidf,text_grading_tfidf,text_negative_ratio,text_neutral_ratio,text_positive_ratio,text_teaching_negative_tfidf,text_teaching_positive_tfidf,text_teaching_tfidf,text_teamwork_negative_tfidf,text_teamwork_positive_tfidf,text_teamwork_tfidf,top_tfidf_terms,sample_review
11,2768544,0.7967829874537564,0.7197305331476205,0.9765720475014071,4.882860237507035,20,122,4.98,0.996,0.721311,0.278688,0.979509,0.020492,0.963115,0.036885,0.586065,0.045082,0.991803,0.0,0.0,0.261705,0.183251,0.0,0.0,0.0,0.0,0.053444,0.053444,0.0,0.063785,0.063785,0.0,0.0,1.0,0.0,0.035318,0.035318,0.0,0.0,0.0,"1학점, 편하게, 내면, 포트폴리오, 취업, 비교과, 프로그램, 쉽게, 귀찮긴, 마지막에, 꿀강입니다, 과제도, 온라인으로, 보고서, 돼요, 있는, 대체, 좋았어요, 기말, f라서",시험 없음. 과제 두 개. 덕분에 취업 준비할 수 있었어요.
12,2376786,0.7962852659823452,0.722663935280799,0.96806837095262,4.8403418547631,20,88,4.9,0.98,0.914773,0.085227,0.971591,0.02841,0.897727,0.102273,0.420455,0.147727,0.896592,0.004546,0.0,0.244879,0.171469,0.0,0.420668,0.183233,0.0,0.159928,0.159928,0.0,0.070763,0.070763,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"기말, 없고, 아무것도, 기말레포트, 하나면, 아무렇게나, 적었는데, 레포트만, 들었는데, 쓰면, 레포트, 마지막, 작성하면, 하나만, 내용도, 결석, 에이, 안들어도, 빼면, 시험",真的是超级绝世好课！强烈推荐大家选这门课！
13,483784,0.7919795631345593,0.7186223040002486,0.9631465011146175,4.815732505573088,20,801,4.37,0.874,0.861423,0.138577,0.884519,0.115481,0.913234,0.086766,0.414482,0.259676,0.550374,0.229214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.200365,0.200365,0.0,0.031892,0.031892,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.0,"족보, 족보를, 공부하시면, 열공하세요, 보고, 문제들도, 온라인이라, 재밌고, 중간, 도움이, 훓는거, 편인하고, 적어졌습니다, 받는것같아요, 시험정보나, 찾으신다면, 인물이, 족보를열심히보고, 보심됩니다, 때려잡기",족보도 좋은데 시험전에 2배속 아캠 수업 한번 훓는거 추천해요
14,2748933,0.7904664950289745,0.7206782809551875,0.953305661201144,4.76652830600572,20,90,4.88,0.976,0.661111,0.338889,0.977778,0.022222,0.938889,0.061111,0.016667,0.938889,0.758333,0.0,0.0,0.054913,0.038451,0.0,0.0,0.0,0.0,0.125107,0.125107,0.0,0.135075,0.135075,0.0,0.05,0.95,0.0,0.046587,0.046587,0.0,0.0,0.0,"기말고사, 배려를, 친절하시고, 학생들, 정도, 좋아요, 시험, 늦게, 쓰고, 교수님이, 점수를, 갓은주, 걍들으세요, 안좋은점, 시험범위듀, 쉽지않아여, 수업감상문, 10시반에, 찝어주세여, 지루하긴했지만",완전 꿀강 추천합니다 교수님이 학생들 배려를 많이 해주십니다
15,2086931,0.7903728253729101,0.7212787130227672,0.9515924208565768,4.757962104282884,20,206,4.9,0.98,0.59466,0.40534,0.902913,0.097087,0.968446,0.031553,0.305825,0.410195,0.854369,0.099515,0.0,0.224574,0.157251,0.0,0.113957,0.049637,0.0,0.078973,0.078973,0.0,0.205311,0.205311,0.0,0.0,1.0,0.0,0.032677,0.032677,0.0,0.0,0.0,"인도, 3번, 가져오셔서, 핵균으로, 꿀강의, 없고, 중에, 두개, 주신다고, 과제, 교수님께서, 쓰고, 꿀강입니다, 있게, 해주십니다, 영상, 아직, 에세이, 대체, 레포트",모두가 들었으면 하는 명강의. 세시간 수업이라 좀 지루하게 느껴질 순 있지만 중간에 쉬는시간 있구 딴짓해도 아무 말 안하십니다. 오히려 시험기간때는 공부하라고 하실정도.. 15분까지 지각 봐주세요! 매 수업 인도 관
16,1856407,0.7894852680233968,0.719494869827301,0.9527961971476204,4.763980985738102,20,104,4.61,0.922,0.903846,0.096154,0.908654,0.091346,0.826923,0.173077,0.365384,0.225962,0.549038,0.291826,0.0,0.061321,0.042938,0.0,0.0,0.0,0.0,0.204492,0.204492,0.0,0.12915,0.12915,0.0,0.0,1.0,0.0,0.058714,0.058714,0.0,0.055398,0.012193,"시험, 시험도, 없고, 범위를, 주요, 번으로, 같아요, 교안, 크게, 어렵지, 좋으시고, 쉬워요, 듣고, 교안만, 서술형, 성적, 중간, 완전, 열심히, 시험은",부담 없는 수업입니다...!!! 듣고 학점 챙겨가세요
17,2768545,0.7885203108612078,0.7100590785596002,0.9715965195649587,4.857982597824794,20,345,4.99,0.998,0.823189,0.176812,0.992754,0.007247,0.963769,0.036233,0.579711,0.068116,0.987826,0.008116,0.0,0.030661,0.021469,0.0,0.0,0.0,0.0,0.028097,0.028097,0.0,0.096204,0.096204,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"상담, 프로그램, 1학점, 진로, 비교과, 상담도, 수강하고, 신청만, 아무거나, 꿀인, 남으면, 하긴, 하라는, 귀찮긴, 개꿀, 되고, 않음, 듣기, 도움이, 상담이랑",편안하게 들으시면 되고 하라는 것만 잘 하시면 됩니다
18,2249482,0.7872257381278476,0.7113290684806393,0.964317967304667,4.821589836523335,20,72,4.76,0.952,0.625,0.375,0.958334,0.041667,0.861111,0.138889,0.326389,0.326389,0.678472,0.105556,0.0,0.183964,0.128815,0.0,0.158094,0.068862,0.0,0.150655,0.150655,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.033805,0.033805,0.0,0.0,0.0,"학생들, 논문, 오픈북, 부담없었습니다, 학생들을, 배려해주세요, 전공과목, 편했던, 대체, 과제도, 부담, 예시를, 봐주십니다, 좋았습니다, 쉽게, 강의만, 편의, 요약, 과제, 오픈북이라","좋아요 근데 아침 수업이라 좀 힘들었어요 기말고사 갑분 시험이라 좀 당황했,,"
19,2087005,0.7863893764335812,0.7147246167312351,0.9536071490723892,4.768035745361946,20,792,4.9,0.98,0.748738,0.251262,0.969066,0.030934,0.943814,0.056187,0.489899,0.171717,0.729167,0.16856,0.0,0.085573,0.05992,0.0,0.0,0.0,0.0,0.129721,0.129721,0.0,0.223773,0.223773,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"1학점, 학점, 채우기용으로, 군학점으로, 구글링하면, 할게, 쉽고, 중간, 대체, 좋은, 기말, 최고의, 없이, 할게없어서, 영상틀어놓고, 딴짓하기, 아여, 2개있고, 무난하십니다, 채우기용이라면",ㄹㅇ 할게없어서 너무 좋음. 영상틀어놓고 딴짓하기 조ㅗ아여
20,2086901,0.7852914413727816,0.7021503680958672,0.9792872790189155,4.896436395094578,20,127,4.95,0.99,0.720472,0.279527,0.925197,0.074803,0.940945,0.059055,0.15748,0.661417,0.562598,0.222047,0.0,0.091982,0.064408,0.0,0.0,0.0,0.0,0.124687,0.124687,0.0,0.064312,0.064312,0.0,0.0,1.0,0.0,0.066482,0.066482,0.0,0.05,0.011005,"밥도, 사주시고, 직배로, 최고의, 수업을, 좋으신, 듣게, 싶습니다, 배정받으셨다면, 커피도, 만난게, 행운이었습니다, 학생들, 행복했습니다, 있었습니다, 축제, 운이, 된다면, 하셨습니다, 기회가","젠장, 또 김준태교수님이야... 한번만 볼려고 했는데, 김준태교수님을 보고 말았어... 이제 나는 숭배해야만해... ㅠㅠ 이 교수님의 수업을 듣게 된 당신 사랑에 빠져버릴 겁니다. 수업을 일찍끝내주시구 모든 학생들에"
21,86106,0.7834536471522877,0.7306930726399673,0.9065616543477024,4.532808271738512,20,353,4.27,0.854,0.673296,0.326705,0.955966,0.044034,0.857955,0.142046,0.22017,0.643466,0.579688,0.195454,0.0,0.030661,0.021469,0.0,0.0,0.0,0.0,0.184876,0.184876,0.0,0.070236,0.070236,0.0,0.15,0.85,0.0,0.0,0.0,0.0,0.0,0.0,"족보, 투자하면, 같아요, 족보만, 시험은, 구해서, 제출하면, 싶으면, 꿀강입니다, 과제도, 없지만, 한국어로, 받고, 온라인으로, 있는, 공부하면, 기말, 없습니다, 부담되진않고, 3일은",온라인이고 교안도 올려주심. 다른 유튜브 다큐멘터리도 올려주시는데 나름 재밌음. 과제가 부담되진않고 좋은듯
22,2768543,0.7829562844173613,0.7016605510929045,0.9726463288410939,4.863231644205469,20,338,4.99,0.998,0.83284,0.16716,0.986686,0.013314,0.954142,0.045858,0.579881,0.056213,0.989349,0.001184,0.0,0.177556,0.124328,0.0,0.079047,0.034431,0.0,0.012178,0.012178,0.0,0.095677,0.095677,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"1학점, 하나, 비교과프로그램, 채우기, 들으면, pf입니다, 군학점으로, 1학점짜리, 꿀과목, 낭낭하게, 하나만, 과제, 학점, 온라인으로, 쉬운, 강의입니다, 좋음, 듣기, 굳입니다, 삽가능입니다",굳입니다 날먹 1학점 삽가능입니다!!!!!!
23,1856186,0.7814895435096909,0.6909387138315448,0.9927748127586985,4.963874063793493,20,71,4.89,0.978,0.788733,0.211267,0.943662,0.056338,0.971831,0.028169,0.028169,0.929577,0.557746,0.22324,0.0,0.211042,0.147776,0.0,0.0,0.0,0.0,0.146933,0.146933,0.0,0.032419,0.032419,0.0,0.0,1.0,0.0,0.070636,0.070636,0.0,0.0,0.0,"한번, 관계없이, 중간은, 논어, 가장, 중간, 들으세요, 퀴즈, 한자, 퀴즈랑, 문제, 좋았던, 학생들에게, 퀴즈가, 그저, 해주시고, 이번, 않으려고해요, 빠져도되고, 논어구절들",잠ㅅㅣ만오ㆍ 눈ㅂㅜㅅㅕ서 ㅈㅔ대노못적게ㅆ으ㅓ요
24,42884,0.7791853728617326,0.7165367677294765,0.9253654515036636,4.626827257518318,20,339,4.56,0.912,0.949853,0.050148,0.960177,0.039823,0.759586,0.240413,0.486725,0.176991,0.710915,0.047198,0.0,0.091982,0.064408,0.0,0.0,0.0,0.0,0.347839,0.347839,0.0,0.311293,0.311293,0.0,0.0,1.0,0.0,0.026038,0.026038,0.0,0.055398,0.012193,"case, 족보, study, 사례, 성적, 한국어, 교안, 강의자체는, 기말, 제공, 한글, 요약본, 시험, 한번, 족보도, 영어, 보면, 족보는, 계절로, 외우고",-한글 요약본 제공 but 오탈자나 이런게 몇 개 있음 -알아먹기 쉬운 영어 발음 -기말 90%+객관식 4지선다+시간 넉넉 50분 50문제 -온라인 -오래된 강의라 인터넷에 검색만해도 족보 나옴 장점만 그득그득 합니
25,993824,0.778818908508597,0.7326044445710703,0.8866526576961595,4.433263288480798,20,209,4.44,0.888,0.894737,0.105263,0.894737,0.105264,0.703349,0.296651,0.406699,0.296651,0.717703,0.035885,0.0,0.091982,0.064408,0.0,0.0,0.0,0.0,0.291177,0.291177,0.0,0.185602,0.185602,0.05,0.05,0.9,0.0,0.0,0.0,0.0,0.0,0.0,"기말, 족보, 추천해요, 결정됨, 몰빵, 전형적인, 시험, 모든게, 번으로, 한번으로, 사례, 없어서, 평균은, 학기, 과목, 과목이라, 기말에, 아무것도, 대충, 성적이",지금은 편한데 기말이 무서워용 그래도 열심히 하면 됨
26,2087098,0.7786381033073215,0.7141301688968934,0.9291566169316537,4.645783084658269,20,113,4.58,0.916,0.938053,0.061947,0.942478,0.057522,0.734514,0.265487,0.411504,0.318584,0.718142,0.038938,0.0,0.183964,0.128815,0.0,0.079047,0.034431,0.0,0.152383,0.152383,0.0,0.127569,0.127569,0.0,0.05,0.95,0.0,0.033805,0.033805,0.0,0.0,0.0,"전지, 유튜브, 갓찬화, 시험, 과제, 일절, 없었는데, 없음, 바로바로, 기초, 기말, 계산, 이해할, 그리, 하지만, 학점, 개념, 부분이, 관련, 꼼꼼히",정말 좋으신 교수님.. 내용도 알차고 시험도 깔끔합니다. 강추!
27,2087310,0.7785468239019441,0.7018114248347236,0.9575960883921253,4.787980441960626,20,63,4.63,0.926,0.904762,0.095238,0.968254,0.031746,0.936508,0.063492,0.428571,0.18254,0.66746,0.107936,0.0,0.030661,0.021469,0.0,0.0,0.0,0.0,0.076222,0.089977,0.0,0.096204,0.096204,0.0,0.1,0.9,0.0,0.032677,0.032677,0.0,0.05,0.011005,"영화, 한국, 영화를, 영화에, 그래도, 쉬워서, 감독, 바라보는, 시험은, 어떻게, 기말고사, 대해, 좋아하면, 영어, 얻는, 흥미롭게, 전반적인, 시험이, 지식을, 대한",외국인 관점에서 바라보는 한국 영화의 현황에 대해 알 수 있었던 수업이었습니다. 영화를 보긴 하지만 오래 보는 것은 아니고 오히려 트레일러 영상을 많이 보게 됩니다. 시험은 아주 쉽게 나오는 편입니다. 하술된 강의평
28,2576278,0.7771232620407089,0.7009657978892353,0.9548240117274811,4.774120058637406,13,53,4.66,0.932,0.981132,0.018868,1.0,0.0,0.801886,0.198113,0.292453,0.264151,0.741509,0.015094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125015,0.125015,0.0,0.148006,0.148006,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"학생들, 시간대가, 출석으로, 많았고, 듣다보면, 없고, 생각을, 부담없이, 부담은, 했지만, 얻어가는, 성적이, 추천드립니다, 기말, 전혀, 부담, 30분이, 안되는것같아요, 진심이라, 힐링과목입니다","시험과 과제에 대한 부담이 없고, 학점 잘 받기에는 이만한 과목이 없다. 과제는 없었고, 기말 한번이랑 출석으로 성적이 결정되는데, 기말은 미리 문제 공지해주시고, 오픈북, 오픈노트로 진행되서 미리 답 써서 보는 것"
29,2087142,0.7755322932288378,0.6949061811020935,0.9636598881912412,4.818299440956205,20,100,4.73,0.946,0.74,0.26,0.97,0.03,0.88,0.12,0.435,0.195,0.7435,0.116,0.0,0.090559,0.063411,0.0,0.0,0.0,0.0,0.08342,0.08342,0.0,0.038344,0.038344,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"듣고, 교수님께서, 교수님이, 재미있어요, 교수님의, 다양한, 재밌어요, 전공, 전부, 좋은, 편하게, 듣기, 바궜어요, 썰이, 사회학과라면, 들어보기, 사회힉이론을, 점애서, 에세이형, 적합해보입니다",일단 교수님이 좋으세요. 썰이 많으셔서 은근 재밌어요. 근데 수업보다 썰이 더 많은 것 같아요. 시험 자체는 쉽고 성적도 잘 주세요. 특히 중간고사 대체 과제를 기말고사 제출 기간에 제출해서 시간이 넉넉해요. 사회학
30,491552,0.7739279429911541,0.6986085850498355,0.9496731115208977,4.7483655576044885,20,1050,4.71,0.942,0.661905,0.338095,0.964761,0.035238,0.947619,0.052381,0.420476,0.381905,0.969191,0.020858,0.0,0.054913,0.038451,0.0,0.0,0.0,0.0,0.012178,0.012178,0.0,0.031892,0.031892,0.0,0.05,0.95,0.0,0.0,0.0,0.0,0.0,0.0,"봉사, 30시간, 봉사시간, 미리미리, 하세요, 인성품, 봉사는, 인성품도, 봉사만, 채울겸, 1학점, 제출하시면, 초에, 채우고, 미리, 따기, 제발, 시험기간에, 시간이, 잡아먹었어요",교수님이 학생 사정 잘 봐주시는 것 같아요. 봉사는 … 제발 미리 하세요. 미루다가 시험기간에 시간 많이 잡아먹었어요.
31,2086887,0.7685463359130196,0.6897596151070009,0.9523820177937302,4.761910088968651,20,121,4.93,0.986,0.797521,0.20248,0.595042,0.404958,0.938016,0.061983,0.11157,0.768595,0.93843,0.03967,0.0,0.494576,0.346311,0.0,0.0,0.0,0.0,0.108648,0.108648,0.0,0.179871,0.179871,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"고명북, 됩니다, 없고, 분량, 우상수, 그날그날, 있는데, 수업을, 수업은, 다른, 최고의, 분위기도, 좋겠습니다, 하는데, 이것도, 책도, 화이팅, 간단하게, 에이쁠, 열심히",고전명적북클럽인데 책 안 읽고 토론함 LC58 화이팅
32,45803,0.7681142679475197,0.6992331778392369,0.9288368115335129,4.644184057667565,20,484,4.52,0.904,0.927537,0.072464,0.958593,0.041407,0.89234,0.107661,0.331263,0.438923,0.425155,0.371843,0.0,0.061321,0.064408,0.0,0.0,0.0,0.0,0.385985,0.479076,0.0,0.250634,0.250634,0.0,0.05,0.95,0.0,0.059843,0.059843,0.0,0.0,0.0,"시험, 족보, 무조건, 기인사, 하지만, 들으세요, 봐도, 내용도, 에이쁠, 많은, 에쁠, 강의가, 강의도, 두번으로, 심리학, 양이, 시간, 있어요, 기말, 족보만",교수님 너무 친절하시고 강의 내용도 차근차근 설명해주는 편이에요~ 진짜 이 수업을 무조건 잡아야 하나요!!! 꿀강
33,2249366,0.7678533195844733,0.6945384982804599,0.9389212359605048,4.694606179802524,20,218,4.8,0.96,0.914352,0.085648,0.986112,0.013889,0.928241,0.07176,0.444445,0.168981,0.631713,0.135185,0.0,0.0,0.0,0.0,0.114791,0.05,0.0,0.10531,0.117488,0.0,0.167494,0.167494,0.05,0.05,0.9,0.0,0.0,0.0,0.0,0.0,0.0,"편하게, 갓궁주현, 상법2, 투입이, 컨트롤, 상법, 온라인이라, 기말, 한방으로, 없고, 교안, 시험이, 들을, 수업과, 듣고, 편하고, 성적, 온라인으로, 있는, 평균",다들 공부안하고 찡찡거리는데 공부하면 쉬워요 90점받음 기말1트로 결정되는 상남저의 법시함 상법 다들 강추합니다
34,991009,0.7672064746270153,0.6800801261604368,0.9705012877156988,4.8525064385784935,20,235,4.89,0.978,0.704255,0.295745,0.797872,0.202128,0.965957,0.034042,0.72766,0.182979,0.96766,0.022979,0.0,0.061321,0.042938,0.0,0.0,0.0,0.0,0.028684,0.028684,0.0,0.031892,0.031892,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"어깨동무, 채울, 엘씨원들이랑, 1학점, 먹을, 됩니다, 영상만, pass, 날먹, 패스, 열심히, 신경, 영상, 같이, 하고싶어서, 하는걸로, 3일만에, 채움, 딸깍이고, 3월초에",굿굿 혼자 하고싶어서 다 혼자 하는걸로 했었는데 70점 진짜 3일만에 다 채움. 과제 지피티 딸깍이고 면담도 가서 10분?정도 한 듯ㅎㅎ 3월초에 다 끝내놔서 남들 신경쓸 때 신경 안 쓸 수 있었다 짜피 직배라 들어
35,991007,0.7661231297065905,0.6749227917708832,0.9789239182232408,4.894619591116204,20,524,4.94,0.988,0.758588,0.241412,0.849237,0.150763,0.976144,0.023855,0.553435,0.234732,0.963931,0.023569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"1학점, 점수만, 채우면, 초반에, 됩니다, 신경, 교수님이, 적당히, 좋을, 신경도, 이것저것물어봐도, 패스되는듯요, 안내도, 갓은영, 어깨동무로, 도와주셔요, 상담했었는데, 친하면, 드랍해도, 학사지도",교수님 최고십니다. 신경도 많이 써주시고 상담 신청하면 좋은 말씀 많이 해주세요
